,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
75,Female,56,1,1.0,1,1-2 Year,No,2630.0,26.0,195,0
76,Female,27,1,52.0,1,< 1 Year,No,34456.0,152.0,239,0
77,Female,37,1,28.0,1,1-2 Year,No,42174.0,124.0,24,0
78,Male,56,1,8.0,1,1-2 Year,No,27611.0,122.0,158,0
79,Female,22,1,18.0,1,< 1 Year,No,26512.0,152.0,178,0
80,Male,21,1,50.0,0,< 1 Year,Yes,19085.0,152.0,263,0
81,Male,68,1,3.0,0,1-2 Year,Yes,19452.0,26.0,11,0
82,Male,34,1,28.0,0,1-2 Year,Yes,31177.0,26.0,103,1
83,Female,26,1,11.0,1,< 1 Year,No,39433.0,152.0,185,0
84,Female,45,1,28.0,0,1-2 Year,Yes,30500.0,26.0,140,0
85,Female,24,1,11.0,0,< 1 Year,Yes,31218.0,152.0,211,0
86,Male,40,1,37.0,1,1-2 Year,No,2630.0,124.0,223,0
87,Female,49,1,45.0,1,1-2 Year,No,30541.0,152.0,163,0
88,Male,22,1,15.0,0,< 1 Year,Yes,42563.0,152.0,284,0
89,Female,47,1,28.0,1,1-2 Year,No,31982.0,29.0,154,0
90,Male,23,1,42.0,1,< 1 Year,No,2630.0,152.0,298,0
91,Male,39,1,48.0,0,1-2 Year,No,2630.0,26.0,237,0
92,Male,57,1,13.0,0,1-2 Year,Yes,37636.0,26.0,120,1
93,Male,57,1,41.0,0,1-2 Year,Yes,31445.0,124.0,37,0
94,Female,23,1,8.0,1,< 1 Year,No,66754.0,152.0,221,0
95,Male,29,1,24.0,0,1-2 Year,Yes,28912.0,124.0,27,1
96,Male,37,1,46.0,0,1-2 Year,Yes,33672.0,11.0,107,0
97,Male,50,1,28.0,0,1-2 Year,Yes,38631.0,29.0,41,0
98,Female,32,1,28.0,1,1-2 Year,No,32188.0,26.0,261,0
99,Female,22,1,33.0,1,< 1 Year,No,38472.0,152.0,127,0
100,Male,25,1,15.0,1,< 1 Year,No,38952.0,152.0,286,0
101,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,160.0,37,0
102,Female,24,1,30.0,1,< 1 Year,No,30017.0,152.0,127,0
103,Female,29,1,1.0,0,< 1 Year,Yes,2630.0,152.0,185,0
104,Female,22,1,15.0,0,< 1 Year,Yes,25493.0,152.0,89,0
105,Female,27,1,28.0,0,1-2 Year,No,31361.0,124.0,186,0
106,Female,70,1,28.0,1,1-2 Year,No,53187.0,26.0,102,0
107,Female,25,1,28.0,1,< 1 Year,No,39288.0,152.0,74,0
108,Female,38,1,30.0,1,1-2 Year,No,25237.0,152.0,163,0
109,Male,51,1,16.0,0,1-2 Year,Yes,15924.0,26.0,98,1
110,Male,25,1,13.0,0,< 1 Year,Yes,23361.0,152.0,12,0
111,Male,59,1,28.0,0,1-2 Year,Yes,31969.0,26.0,47,0
112,Male,23,1,30.0,1,< 1 Year,No,27605.0,152.0,21,0
113,Female,24,1,8.0,1,< 1 Year,No,30927.0,152.0,143,0
114,Male,43,1,48.0,1,1-2 Year,No,2630.0,124.0,269,0
115,Male,56,1,48.0,0,1-2 Year,Yes,2630.0,124.0,40,0
116,Male,23,1,12.0,1,< 1 Year,No,30948.0,151.0,172,0
117,Male,43,1,28.0,1,1-2 Year,Yes,39914.0,122.0,136,0
118,Female,44,1,35.0,0,1-2 Year,Yes,26444.0,156.0,159,0
119,Female,25,1,41.0,1,< 1 Year,No,30874.0,160.0,242,0
120,Female,43,1,28.0,0,1-2 Year,Yes,33870.0,122.0,32,1
121,Male,26,1,41.0,1,< 1 Year,No,36086.0,152.0,270,0
122,Male,41,1,50.0,1,1-2 Year,No,31283.0,124.0,79,0
123,Male,53,1,3.0,0,1-2 Year,Yes,41812.0,124.0,284,1
124,Female,23,1,17.0,1,< 1 Year,No,28624.0,152.0,290,0
125,Male,58,1,8.0,0,1-2 Year,Yes,50497.0,26.0,90,1
126,Female,25,1,37.0,0,< 1 Year,No,39384.0,153.0,11,0
127,Female,37,1,26.0,0,1-2 Year,Yes,33930.0,124.0,224,1
128,Male,27,1,23.0,1,< 1 Year,No,19148.0,151.0,211,0
129,Female,31,1,28.0,1,< 1 Year,No,23951.0,152.0,65,0
130,Female,57,1,3.0,0,1-2 Year,Yes,31225.0,150.0,117,0
131,Male,66,1,28.0,0,1-2 Year,Yes,28779.0,26.0,19,0
132,Female,45,1,7.0,0,1-2 Year,Yes,34941.0,26.0,167,1
133,Male,33,1,28.0,0,< 1 Year,Yes,51964.0,124.0,110,1
134,Male,25,1,45.0,0,< 1 Year,Yes,2630.0,156.0,98,0
135,Male,20,1,3.0,1,< 1 Year,No,26590.0,160.0,120,0
136,Female,38,1,28.0,0,> 2 Years,Yes,46940.0,26.0,112,1
137,Female,34,1,28.0,0,< 1 Year,Yes,50245.0,154.0,173,0
138,Male,68,1,8.0,0,> 2 Years,Yes,49764.0,124.0,22,1
139,Male,61,1,28.0,0,1-2 Year,Yes,42471.0,24.0,293,0
140,Male,49,1,28.0,0,1-2 Year,Yes,35162.0,124.0,48,0
141,Female,25,1,15.0,1,< 1 Year,No,31204.0,152.0,101,0
142,Male,64,1,28.0,0,1-2 Year,Yes,34465.0,26.0,24,0
143,Male,21,1,15.0,0,< 1 Year,Yes,24381.0,152.0,256,0
144,Male,30,1,21.0,1,< 1 Year,No,30877.0,152.0,29,0
145,Female,42,1,46.0,1,1-2 Year,No,28971.0,152.0,83,0
146,Male,68,1,8.0,1,1-2 Year,No,34043.0,26.0,273,0
147,Female,21,1,8.0,1,< 1 Year,No,38335.0,160.0,36,0
148,Female,46,1,23.0,1,1-2 Year,No,21105.0,26.0,117,0
149,Male,38,1,39.0,0,> 2 Years,Yes,37349.0,124.0,75,0
150,Female,65,1,28.0,1,1-2 Year,No,69854.0,122.0,62,0
151,Female,22,1,8.0,1,< 1 Year,No,49364.0,152.0,30,0
152,Female,48,1,28.0,0,1-2 Year,Yes,27576.0,26.0,124,0
153,Male,25,1,28.0,1,< 1 Year,No,46946.0,152.0,48,0
154,Male,58,1,8.0,0,1-2 Year,Yes,51230.0,26.0,221,1
155,Male,52,1,28.0,0,1-2 Year,No,69240.0,26.0,75,0
156,Male,29,1,11.0,0,1-2 Year,No,27083.0,124.0,236,0
157,Male,59,1,17.0,1,1-2 Year,Yes,35289.0,124.0,16,0
158,Female,46,1,35.0,0,1-2 Year,Yes,2630.0,156.0,280,0
159,Male,43,1,28.0,1,1-2 Year,No,30251.0,124.0,173,0
160,Male,25,1,36.0,1,< 1 Year,No,2630.0,152.0,235,0
161,Female,43,1,8.0,0,1-2 Year,Yes,33021.0,7.0,131,0
162,Male,54,1,32.0,1,1-2 Year,No,23495.0,26.0,257,0
163,Male,24,1,14.0,0,< 1 Year,No,28463.0,152.0,177,0
164,Male,66,1,28.0,0,1-2 Year,Yes,2630.0,26.0,269,0
165,Male,20,1,45.0,0,< 1 Year,Yes,43529.0,160.0,178,0
166,Female,75,1,28.0,1,1-2 Year,No,38563.0,26.0,156,0
167,Male,54,1,29.0,0,> 2 Years,Yes,88883.0,124.0,28,1
168,Male,21,1,9.0,0,< 1 Year,No,27596.0,152.0,264,1
169,Male,61,1,28.0,0,1-2 Year,Yes,52525.0,124.0,251,0
170,Male,67,1,8.0,1,1-2 Year,No,57831.0,7.0,201,0
171,Female,50,1,11.0,1,1-2 Year,No,22787.0,120.0,178,0
172,Male,28,1,8.0,0,< 1 Year,No,38251.0,152.0,242,0
173,Female,47,1,28.0,0,1-2 Year,Yes,45396.0,26.0,66,0
174,Female,28,1,45.0,1,< 1 Year,No,2630.0,152.0,85,0
175,Male,45,1,32.0,0,1-2 Year,Yes,33181.0,124.0,245,0
176,Female,46,1,28.0,0,1-2 Year,Yes,48137.0,26.0,245,1
177,Male,39,1,28.0,0,1-2 Year,Yes,50877.0,154.0,96,1
178,Female,23,1,45.0,1,< 1 Year,No,28864.0,152.0,18,0
179,Female,21,1,28.0,0,< 1 Year,No,26069.0,160.0,75,0
180,Female,74,1,46.0,1,1-2 Year,Yes,28095.0,30.0,267,0
181,Male,32,1,33.0,1,< 1 Year,No,41269.0,152.0,23,0
182,Male,47,1,45.0,0,1-2 Year,Yes,35448.0,124.0,227,0
183,Male,40,1,45.0,0,1-2 Year,Yes,2630.0,124.0,268,0
184,Female,72,1,28.0,0,1-2 Year,Yes,26183.0,26.0,126,0
185,Female,22,1,50.0,0,< 1 Year,Yes,45126.0,152.0,159,0
186,Female,58,1,28.0,0,1-2 Year,Yes,59913.0,122.0,123,0
187,Male,51,1,29.0,0,1-2 Year,Yes,56157.0,26.0,57,0
188,Female,24,1,28.0,1,< 1 Year,No,67789.0,152.0,42,0
189,Female,32,1,11.0,1,< 1 Year,No,26115.0,152.0,69,0
190,Female,24,1,29.0,1,< 1 Year,No,26906.0,152.0,246,0
191,Female,27,1,8.0,1,< 1 Year,No,30514.0,152.0,63,0
192,Male,56,1,8.0,0,1-2 Year,Yes,35365.0,26.0,37,0
193,Male,48,1,28.0,0,> 2 Years,Yes,31621.0,26.0,190,0
194,Male,51,1,23.0,0,> 2 Years,Yes,20885.0,26.0,66,0
195,Female,23,1,37.0,1,< 1 Year,No,27212.0,152.0,59,0
196,Male,41,1,28.0,0,1-2 Year,Yes,40843.0,124.0,90,0
197,Female,32,1,33.0,1,< 1 Year,No,36138.0,152.0,237,0
198,Male,28,1,45.0,1,< 1 Year,No,38496.0,152.0,199,0
199,Male,64,1,28.0,1,1-2 Year,No,38109.0,26.0,93,0
200,Female,57,1,3.0,1,1-2 Year,No,32498.0,152.0,133,0
201,Male,60,1,13.0,1,1-2 Year,No,2630.0,26.0,96,0
202,Female,26,1,33.0,1,< 1 Year,No,42418.0,152.0,59,0
203,Female,22,1,30.0,0,< 1 Year,Yes,31399.0,152.0,17,0
204,Male,25,1,50.0,1,< 1 Year,Yes,22785.0,152.0,241,0
205,Female,24,1,50.0,1,< 1 Year,No,40952.0,152.0,246,0
206,Male,50,1,28.0,0,1-2 Year,No,40344.0,157.0,73,0
207,Male,56,1,28.0,0,1-2 Year,Yes,32818.0,124.0,59,0
208,Female,37,1,28.0,0,1-2 Year,Yes,2630.0,156.0,221,1
209,Female,21,1,15.0,0,< 1 Year,Yes,28270.0,152.0,198,1
210,Female,39,1,48.0,1,1-2 Year,No,2630.0,124.0,273,0
211,Male,26,1,21.0,1,< 1 Year,No,23565.0,160.0,268,0
212,Male,41,1,28.0,0,> 2 Years,Yes,47513.0,26.0,65,1
213,Male,58,1,46.0,0,1-2 Year,Yes,32275.0,124.0,272,0
214,Female,24,1,33.0,1,< 1 Year,No,44401.0,152.0,77,0
215,Female,21,1,15.0,0,< 1 Year,Yes,25704.0,152.0,76,0
216,Female,29,1,28.0,1,< 1 Year,No,46360.0,152.0,233,0
217,Male,22,1,46.0,1,< 1 Year,No,33081.0,152.0,223,0
218,Female,53,1,8.0,0,1-2 Year,Yes,2630.0,26.0,181,0
219,Male,50,1,41.0,0,1-2 Year,Yes,28273.0,122.0,51,0
220,Male,28,1,28.0,1,< 1 Year,No,21111.0,152.0,95,0
221,Male,22,1,47.0,1,< 1 Year,No,42265.0,152.0,273,0
222,Male,41,1,37.0,0,1-2 Year,Yes,23102.0,124.0,180,1
223,Male,28,1,28.0,1,< 1 Year,No,35813.0,152.0,180,0
224,Male,50,1,28.0,1,1-2 Year,No,42211.0,26.0,71,0
225,Female,51,1,28.0,0,1-2 Year,Yes,46209.0,124.0,296,0
226,Female,22,1,8.0,1,< 1 Year,No,32642.0,152.0,76,0
227,Male,26,1,14.0,1,< 1 Year,No,25433.0,152.0,46,0
228,Female,27,1,15.0,1,< 1 Year,No,28433.0,152.0,20,0
229,Male,46,1,46.0,0,1-2 Year,Yes,23189.0,124.0,104,1
230,Female,67,1,48.0,1,1-2 Year,No,2630.0,26.0,217,0
231,Male,31,1,50.0,0,< 1 Year,Yes,33668.0,152.0,122,0
232,Male,31,1,47.0,0,1-2 Year,Yes,37154.0,157.0,271,0
233,Male,47,1,18.0,0,1-2 Year,Yes,41296.0,124.0,224,0
234,Female,22,1,37.0,0,< 1 Year,No,29793.0,152.0,261,0
235,Female,58,1,8.0,0,1-2 Year,Yes,32733.0,26.0,88,0
236,Male,23,1,28.0,1,< 1 Year,No,62612.0,152.0,104,0
237,Male,24,1,10.0,1,< 1 Year,No,33650.0,152.0,91,0
238,Male,22,1,29.0,1,< 1 Year,No,50083.0,152.0,206,0
239,Female,28,1,9.0,0,< 1 Year,Yes,24309.0,152.0,158,0
240,Male,30,1,17.0,0,< 1 Year,Yes,47493.0,156.0,272,1
241,Female,22,1,46.0,0,< 1 Year,Yes,38642.0,152.0,183,1
242,Female,55,1,28.0,1,1-2 Year,No,72589.0,124.0,242,0
243,Female,22,1,15.0,0,< 1 Year,Yes,43195.0,152.0,31,0
244,Female,64,1,28.0,1,1-2 Year,No,34808.0,26.0,223,0
245,Male,65,1,0.0,0,1-2 Year,No,2630.0,26.0,138,0
246,Female,44,1,50.0,0,1-2 Year,Yes,36998.0,18.0,162,0
247,Male,22,1,46.0,1,< 1 Year,No,26472.0,152.0,46,0
248,Male,33,1,28.0,0,1-2 Year,Yes,69646.0,124.0,185,1
249,Male,45,1,28.0,1,1-2 Year,No,35430.0,124.0,90,0
250,Male,26,1,33.0,1,< 1 Year,No,31332.0,152.0,26,0
251,Female,25,1,8.0,1,< 1 Year,No,39722.0,152.0,266,0
252,Male,23,1,8.0,0,< 1 Year,Yes,36217.0,152.0,208,0
253,Female,27,1,6.0,1,< 1 Year,No,19498.0,152.0,265,0
254,Female,46,1,8.0,0,1-2 Year,Yes,2630.0,25.0,35,0
255,Male,45,1,46.0,0,1-2 Year,Yes,25116.0,30.0,135,0
256,Female,21,1,5.0,0,< 1 Year,Yes,33089.0,152.0,241,0
257,Female,52,1,28.0,0,1-2 Year,Yes,63491.0,47.0,91,0
258,Male,60,1,50.0,0,> 2 Years,Yes,38233.0,124.0,36,1
259,Male,61,1,28.0,0,1-2 Year,Yes,54853.0,26.0,153,0
260,Male,46,1,28.0,0,1-2 Year,Yes,62625.0,26.0,178,1
261,Female,40,1,11.0,1,1-2 Year,No,39300.0,26.0,20,0
262,Female,54,1,29.0,0,1-2 Year,Yes,2630.0,157.0,62,0
263,Male,59,1,20.0,0,1-2 Year,Yes,2630.0,26.0,209,1
264,Female,60,1,28.0,0,1-2 Year,Yes,34529.0,26.0,119,0
265,Male,45,1,28.0,0,1-2 Year,No,28963.0,124.0,41,0
266,Male,38,1,4.0,1,1-2 Year,No,2630.0,152.0,261,0
267,Male,39,1,24.0,0,1-2 Year,Yes,2630.0,157.0,161,0
268,Female,21,1,21.0,0,1-2 Year,No,38730.0,124.0,196,0
269,Male,24,1,28.0,0,< 1 Year,Yes,38923.0,152.0,165,0
270,Female,33,1,17.0,1,1-2 Year,No,23518.0,124.0,77,0
271,Female,22,1,10.0,0,< 1 Year,Yes,21597.0,152.0,234,0
272,Female,23,1,13.0,1,< 1 Year,No,26642.0,152.0,272,0
273,Female,54,1,28.0,1,1-2 Year,No,53828.0,61.0,60,0
274,Female,24,1,29.0,1,< 1 Year,No,36918.0,152.0,59,0
275,Male,43,1,28.0,1,1-2 Year,No,41726.0,124.0,272,0
276,Male,44,1,26.0,0,1-2 Year,Yes,2630.0,26.0,114,0
277,Male,43,1,4.0,1,1-2 Year,No,2630.0,156.0,171,0
278,Female,22,1,47.0,1,< 1 Year,No,2630.0,152.0,12,0
279,Female,25,1,21.0,0,< 1 Year,Yes,29108.0,152.0,274,0
280,Female,23,1,46.0,1,< 1 Year,No,27395.0,152.0,103,0
281,Male,25,1,6.0,1,< 1 Year,No,26149.0,152.0,24,0
282,Male,23,1,46.0,0,< 1 Year,Yes,29386.0,152.0,99,1
283,Male,67,1,34.0,0,1-2 Year,Yes,24437.0,124.0,175,0
284,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,26.0,34,0
285,Female,26,1,8.0,1,< 1 Year,No,30211.0,152.0,272,0
286,Female,39,1,2.0,0,1-2 Year,Yes,36103.0,124.0,294,0
287,Male,28,1,28.0,1,< 1 Year,No,42015.0,152.0,100,0
288,Male,30,1,6.0,0,< 1 Year,Yes,28316.0,160.0,225,0
289,Male,58,1,28.0,0,> 2 Years,Yes,46647.0,124.0,214,1
290,Male,46,1,8.0,1,1-2 Year,No,30828.0,124.0,78,0
291,Male,53,1,28.0,0,1-2 Year,Yes,43144.0,26.0,210,1
292,Female,30,1,35.0,1,1-2 Year,No,36552.0,124.0,238,0
293,Female,43,1,28.0,0,1-2 Year,Yes,38766.0,122.0,106,0
294,Male,22,1,28.0,1,< 1 Year,No,37955.0,152.0,212,0
295,Male,22,1,6.0,1,< 1 Year,No,24838.0,152.0,298,0
296,Male,46,1,28.0,0,> 2 Years,Yes,45067.0,26.0,179,0
297,Female,25,1,21.0,1,< 1 Year,No,2630.0,152.0,228,0
298,Male,29,1,28.0,0,< 1 Year,Yes,35433.0,154.0,15,0
299,Male,59,1,39.0,0,1-2 Year,Yes,27266.0,163.0,76,1
300,Male,40,1,28.0,0,1-2 Year,Yes,38878.0,125.0,267,0
301,Female,37,1,21.0,0,1-2 Year,Yes,21843.0,124.0,194,1
302,Male,25,1,15.0,0,< 1 Year,Yes,25290.0,160.0,296,0
303,Male,44,1,8.0,0,1-2 Year,Yes,31133.0,16.0,233,0
304,Female,27,1,41.0,1,< 1 Year,No,20698.0,152.0,268,0
305,Male,68,1,8.0,0,1-2 Year,Yes,33686.0,26.0,23,1
306,Female,21,1,8.0,0,< 1 Year,Yes,44065.0,160.0,137,0
307,Female,21,1,23.0,1,< 1 Year,No,17681.0,160.0,255,0
308,Male,63,1,28.0,0,1-2 Year,Yes,52840.0,26.0,77,0
309,Male,40,1,35.0,0,1-2 Year,Yes,27192.0,124.0,145,0
310,Female,26,1,28.0,1,< 1 Year,No,40317.0,152.0,181,0
311,Male,72,1,28.0,0,1-2 Year,Yes,41231.0,26.0,191,0
312,Female,78,1,18.0,1,1-2 Year,No,32194.0,124.0,21,0
313,Male,51,1,8.0,1,1-2 Year,No,2630.0,31.0,88,0
314,Female,26,1,29.0,1,< 1 Year,No,32464.0,152.0,294,0
315,Male,60,1,46.0,0,1-2 Year,Yes,35514.0,124.0,10,0
316,Male,23,1,28.0,1,< 1 Year,No,2630.0,152.0,239,0
317,Female,24,1,50.0,0,< 1 Year,Yes,41669.0,124.0,171,0
318,Male,53,1,8.0,0,1-2 Year,Yes,32007.0,124.0,149,0
319,Female,27,1,3.0,1,< 1 Year,No,33251.0,152.0,13,0
320,Male,39,1,45.0,0,1-2 Year,Yes,2630.0,156.0,19,1
321,Female,27,1,6.0,1,< 1 Year,No,27623.0,152.0,133,0
322,Male,53,1,28.0,0,1-2 Year,Yes,26194.0,26.0,163,0
323,Female,45,1,28.0,0,> 2 Years,Yes,46918.0,51.0,113,0
324,Male,57,1,28.0,0,1-2 Year,Yes,46482.0,26.0,40,0
325,Male,52,1,28.0,0,1-2 Year,Yes,42837.0,30.0,209,0
326,Female,76,1,39.0,0,1-2 Year,Yes,64743.0,124.0,211,0
327,Male,44,1,18.0,0,1-2 Year,Yes,34075.0,157.0,213,0
328,Male,28,1,8.0,0,< 1 Year,Yes,36589.0,154.0,283,1
329,Female,41,1,28.0,0,1-2 Year,Yes,48483.0,122.0,230,1
330,Male,28,1,8.0,0,< 1 Year,No,21739.0,152.0,226,0
331,Male,50,1,37.0,1,1-2 Year,Yes,2630.0,156.0,48,0
332,Female,24,1,45.0,1,< 1 Year,No,31873.0,152.0,121,0
333,Male,73,1,50.0,1,1-2 Year,No,22798.0,8.0,115,0
334,Female,22,1,46.0,1,< 1 Year,No,19606.0,152.0,162,0
335,Female,24,1,15.0,1,< 1 Year,No,31841.0,152.0,260,0
336,Male,23,1,30.0,1,< 1 Year,No,26776.0,152.0,291,0
337,Male,35,1,28.0,0,1-2 Year,Yes,2630.0,158.0,32,0
338,Male,24,1,28.0,1,< 1 Year,No,39555.0,152.0,209,0
339,Female,43,1,28.0,0,1-2 Year,Yes,25817.0,160.0,94,0
340,Male,63,1,28.0,1,1-2 Year,No,33745.0,26.0,231,0
341,Female,25,1,11.0,1,< 1 Year,No,25813.0,152.0,159,0
342,Female,49,1,8.0,0,1-2 Year,No,60281.0,124.0,131,0
343,Male,59,1,33.0,1,1-2 Year,No,29928.0,26.0,156,0
344,Female,35,1,28.0,0,1-2 Year,Yes,2630.0,124.0,254,1
345,Male,48,1,0.0,0,1-2 Year,Yes,2630.0,26.0,119,0
346,Male,21,1,28.0,0,< 1 Year,Yes,53004.0,155.0,41,0
347,Male,31,1,46.0,1,< 1 Year,No,2630.0,152.0,251,0
348,Female,55,1,8.0,0,1-2 Year,Yes,43105.0,124.0,264,0
349,Male,39,1,30.0,0,1-2 Year,Yes,28141.0,26.0,227,0
350,Female,30,1,8.0,1,< 1 Year,No,25234.0,152.0,103,0
351,Male,41,1,8.0,1,1-2 Year,No,31068.0,124.0,71,0
352,Male,56,1,8.0,0,1-2 Year,Yes,37165.0,124.0,12,0
353,Male,22,1,46.0,1,< 1 Year,No,37233.0,160.0,198,0
354,Male,55,1,28.0,1,1-2 Year,No,25772.0,26.0,285,0
355,Male,22,1,32.0,0,< 1 Year,Yes,27524.0,152.0,261,0
356,Female,77,1,28.0,0,1-2 Year,Yes,38603.0,124.0,95,0
357,Female,22,1,6.0,1,< 1 Year,No,19075.0,152.0,218,0
358,Female,25,1,8.0,1,< 1 Year,No,35947.0,152.0,216,0
359,Female,53,1,8.0,0,1-2 Year,Yes,49588.0,124.0,295,0
360,Male,42,1,46.0,0,1-2 Year,Yes,72377.0,124.0,292,1
361,Male,66,1,28.0,1,1-2 Year,No,60646.0,26.0,65,0
362,Female,60,1,20.0,0,1-2 Year,Yes,2630.0,124.0,220,0
